aggregate_power,true_DWE,pred_DWE,true_FRE,pred_FRE,true_KTE,pred_KTE,true_MIC,pred_MIC,true_WME,pred_WME
340.84332,1.0,0.2540160129853346,88.0,0.0,1.0,0.0,1.0,0.2540160129853346,0.0,0.0
340.685,1.0,0.2540160129853346,88.0,0.0,1.0,0.2540160129853346,1.0,0.2540160129853346,0.0,0.0
340.10498,1.0,0.2540160129853346,88.0,0.0,1.0,0.2540160129853346,1.0,0.2540160129853346,0.0,0.0
340.83002,1.0,0.2540160129853346,88.0,0.0,1.0,0.2540160129853346,1.0,0.2540160129853346,0.0,0.0
341.44333,1.0,0.2540160129853346,89.0,4.318272220750688,1.0,0.2540160129853346,1.0,0.2540160129853346,0.0,0.0
340.60333,1.0,0.2540160129853346,88.0,4.572288233736023,1.0,0.2540160129853346,1.0,0.2540160129853346,0.0,0.0
340.4,1.0,0.2540160129853346,88.0,4.318272220750688,1.0,0.2540160129853346,1.0,0.2540160129853346,0.0,0.0
340.06,1.0,0.2540160129853346,88.0,4.318272220750688,1.0,0.2540160129853346,1.0,0.2540160129853346,0.0,0.0
340.43665,1.0,0.2540160129853346,88.0,0.0,1.0,0.2540160129853346,1.0,0.2540160129853346,0.0,0.0
340.13165,1.0,0.2540160129853346,87.0,0.0,1.0,0.2540160129853346,1.0,0.2540160129853346,0.0,0.0
340.52167,1.0,0.2540160129853346,87.0,0.0,1.0,0.2540160129853346,1.0,0.2540160129853346,0.0,0.0
340.02832,1.0,0.2540160129853346,88.0,0.0,1.0,0.2540160129853346,1.0,0.2540160129853346,0.0,0.0
340.028,1.0,0.2540160129853346,88.0,0.0,1.0,0.2540160129853346,1.0,0.2540160129853346,0.0,0.0
339.905,1.0,0.2540160129853346,88.0,0.0,1.0,0.2540160129853346,1.0,0.2540160129853346,0.0,0.0
339.98834,1.0,0.2540160129853346,88.0,0.0,1.0,0.2540160129853346,1.0,0.2540160129853346,0.0,0.0
340.74,1.0,0.2540160129853346,88.0,0.0,1.0,0.2540160129853346,1.0,0.2540160129853346,0.0,0.0
340.16998,1.0,0.2540160129853346,88.0,0.0,1.0,0.2540160129853346,1.0,0.2540160129853346,0.0,0.0
340.46,1.0,0.2540160129853346,88.0,0.0,1.0,0.2540160129853346,1.0,0.2540160129853346,0.0,0.0
340.71832,1.0,0.2540160129853346,88.0,4.318272220750688,1.0,0.2540160129853346,1.0,0.2540160129853346,0.0,0.0
340.55334,1.0,0.2540160129853346,88.0,0.0,1.0,0.2540160129853346,1.0,0.2540160129853346,0.0,0.0
341.025,1.0,0.2540160129853346,88.0,0.0,1.0,0.2540160129853346,1.0,0.2540160129853346,0.0,0.0
341.15167,1.0,0.2540160129853346,88.0,0.0,1.0,0.2540160129853346,1.0,0.2540160129853346,0.0,0.0
341.15668,1.0,0.2540160129853346,88.0,0.0,1.0,0.2540160129853346,1.0,0.2540160129853346,0.0,0.0
341.245,1.0,0.2540160129853346,88.0,0.0,1.0,0.2540160129853346,1.0,0.2540160129853346,0.0,0.0
340.79834,1.0,0.2540160129853346,88.0,0.0,1.0,0.2540160129853346,1.0,0.2540160129853346,0.0,0.0
340.08667,1.0,0.2540160129853346,88.0,0.0,1.0,0.2540160129853346,1.0,0.2540160129853346,0.0,0.0
340.67,1.0,0.2540160129853346,88.0,4.318272220750688,1.0,0.2540160129853346,1.0,0.2540160129853346,0.0,0.0
340.025,1.0,0.2540160129853346,88.0,4.318272220750688,1.0,0.2540160129853346,1.0,0.2540160129853346,0.0,0.0
340.03668,1.0,0.2540160129853346,88.0,4.318272220750688,1.0,0.2540160129853346,1.0,0.2540160129853346,0.0,0.0
339.78168,1.0,0.2540160129853346,88.0,4.318272220750688,1.0,0.2540160129853346,1.0,0.2540160129853346,0.0,0.0
341.11667,1.0,0.2540160129853346,88.0,0.0,1.0,0.2540160129853346,1.0,0.2540160129853346,0.0,0.0
340.7083,1.0,0.2540160129853346,88.0,0.0,1.0,0.2540160129853346,1.0,0.2540160129853346,0.0,0.0
341.08334,1.0,0.2540160129853346,88.0,0.0,1.0,0.2540160129853346,1.0,0.2540160129853346,0.0,0.0
341.78333,1.0,0.2540160129853346,88.0,0.0,1.0,0.2540160129853346,1.0,0.2540160129853346,0.0,0.0
341.60498,1.0,0.2540160129853346,88.0,0.0,1.0,0.2540160129853346,1.0,0.2540160129853346,0.0,0.0
341.16833,1.0,0.2540160129853346,88.0,0.0,1.0,0.2540160129853346,1.0,0.2540160129853346,0.0,0.0
341.50333,1.0,0.2540160129853346,88.0,4.318272220750688,1.0,0.2540160129853346,1.0,0.2540160129853346,0.0,0.0
341.35834,1.0,0.2540160129853346,88.0,0.0,1.0,0.2540160129853346,1.0,0.2540160129853346,0.0,0.0
340.885,1.0,0.2540160129853346,88.0,0.0,1.0,0.2540160129853346,1.0,0.2540160129853346,0.0,0.0
342.04,1.0,0.2540160129853346,88.0,0.0,1.0,0.2540160129853346,1.0,0.2540160129853346,0.0,0.0
341.93832,1.0,0.2540160129853346,88.0,0.0,1.0,0.2540160129853346,1.0,0.2540160129853346,0.0,0.0
339.58832,1.0,0.25404125888576173,88.0,20.5773419697467,1.0,0.25404125888576173,1.0,0.25404125888576173,0.0,0.0
339.195,1.0,0.25404125888576173,88.0,20.323300710860938,1.0,596.4888758637685,1.0,0.25404125888576173,0.0,0.0
339.51166,1.0,0.25404125888576173,88.0,24.642002111918888,1.0,588.8676380971957,1.0,0.25404125888576173,0.0,0.0
339.97168,1.0,0.25404125888576173,88.0,20.5773419697467,1.0,583.5327716605947,1.0,0.25404125888576173,0.0,0.0
340.125,1.0,0.25404125888576173,88.0,20.5773419697467,1.0,583.5327716605947,1.0,0.25404125888576173,0.0,0.0
339.35168,1.0,0.25404125888576173,88.0,20.323300710860938,1.0,575.9115338940219,1.0,0.25404125888576173,0.0,0.0
338.58167,1.0,0.25404125888576173,88.0,20.323300710860938,1.0,585.5651017316808,1.0,0.25404125888576173,0.0,0.0
338.70667,1.0,0.25404125888576173,88.0,20.323300710860938,1.0,584.8029779550235,1.0,0.25404125888576173,0.0,0.0
339.21167,1.0,0.25404125888576173,89.0,20.323300710860938,1.0,588.8676380971957,1.0,0.25404125888576173,0.0,0.0
338.58167,1.0,0.25404125888576173,88.0,20.323300710860938,1.0,592.1701744627106,1.0,0.25404125888576173,0.0,0.0
338.995,1.0,0.25404125888576173,88.0,20.323300710860938,1.0,592.1701744627106,1.0,0.25404125888576173,0.0,0.0
339.65668,1.0,0.25404125888576173,87.0,20.323300710860938,1.0,581.7544828483943,1.0,0.25404125888576173,0.0,0.0
339.57,1.0,0.25404125888576173,88.0,20.323300710860938,1.0,592.4242157215964,1.0,0.25404125888576173,0.0,0.0
339.28833,1.0,0.25404125888576173,88.0,20.323300710860938,1.0,592.6782569804822,1.0,0.25404125888576173,0.0,0.0
339.01166,1.0,0.25404125888576173,88.0,20.5773419697467,1.0,586.8353080261096,1.0,0.25404125888576173,0.0,0.0
339.445,1.0,0.25404125888576173,88.0,20.323300710860938,1.0,587.5974318027669,1.0,0.25404125888576173,0.0,0.0
340.01666,1.0,0.25404125888576173,88.0,20.323300710860938,1.0,655.4264479252653,1.0,0.25404125888576173,0.0,0.0
339.975,1.0,0.25404125888576173,88.0,4.318701401057949,1.0,589.3757206149672,1.0,0.25404125888576173,0.0,0.0
340.84332,1.0,0.25404125888576173,88.0,0.0,1.0,68.84518115804143,1.0,0.25404125888576173,0.0,0.0
340.685,1.0,0.25404125888576173,88.0,0.0,1.0,0.0,1.0,0.25404125888576173,0.0,0.0
340.10498,1.0,0.25404125888576173,88.0,0.0,1.0,0.25404125888576173,1.0,0.25404125888576173,0.0,0.0
340.83002,1.0,0.25404125888576173,88.0,0.0,1.0,0.25404125888576173,1.0,0.25404125888576173,0.0,0.0
341.44333,1.0,0.25404125888576173,89.0,0.0,1.0,0.25404125888576173,1.0,0.25404125888576173,0.0,0.0
340.60333,1.0,0.25404125888576173,88.0,4.318701401057949,1.0,0.25404125888576173,1.0,0.25404125888576173,0.0,0.0
340.4,1.0,0.25404125888576173,88.0,4.572742659943711,1.0,0.25404125888576173,1.0,0.25404125888576173,0.0,0.0
340.06,1.0,0.25404125888576173,88.0,4.318701401057949,1.0,0.25404125888576173,1.0,0.25404125888576173,0.0,0.0
340.43665,1.0,0.25404125888576173,88.0,4.318701401057949,1.0,0.25404125888576173,1.0,0.25404125888576173,0.0,0.0
340.13165,1.0,0.25404125888576173,87.0,0.0,1.0,0.25404125888576173,1.0,0.25404125888576173,0.0,0.0
340.52167,1.0,0.25404125888576173,87.0,0.0,1.0,0.25404125888576173,1.0,0.25404125888576173,0.0,0.0
340.02832,1.0,0.25404125888576173,88.0,0.0,1.0,0.25404125888576173,1.0,0.25404125888576173,0.0,0.0
340.028,1.0,0.25404125888576173,88.0,0.0,1.0,0.25404125888576173,1.0,0.25404125888576173,0.0,0.0
339.905,1.0,0.25404125888576173,88.0,0.0,1.0,0.25404125888576173,1.0,0.25404125888576173,0.0,0.0
339.98834,1.0,0.25404125888576173,88.0,0.0,1.0,0.25404125888576173,1.0,0.25404125888576173,0.0,0.0
340.74,1.0,0.25404125888576173,88.0,0.0,1.0,0.25404125888576173,1.0,0.25404125888576173,0.0,0.0
340.16998,1.0,0.25404125888576173,88.0,0.0,1.0,0.25404125888576173,1.0,0.25404125888576173,0.0,0.0
340.46,1.0,0.25404125888576173,88.0,0.0,1.0,0.25404125888576173,1.0,0.25404125888576173,0.0,0.0
340.71832,1.0,0.25404125888576173,88.0,0.0,1.0,0.25404125888576173,1.0,0.25404125888576173,0.0,0.0
340.55334,1.0,0.25404125888576173,88.0,4.318701401057949,1.0,0.25404125888576173,1.0,0.25404125888576173,0.0,0.0
341.025,1.0,0.25404125888576173,88.0,0.0,1.0,0.25404125888576173,1.0,0.25404125888576173,0.0,0.0
341.15167,1.0,0.25404125888576173,88.0,0.0,1.0,0.25404125888576173,1.0,0.25404125888576173,0.0,0.0
341.15668,1.0,0.25404125888576173,88.0,0.0,1.0,0.25404125888576173,1.0,0.25404125888576173,0.0,0.0
341.245,1.0,0.25404125888576173,88.0,0.0,1.0,0.25404125888576173,1.0,0.25404125888576173,0.0,0.0
340.79834,1.0,0.25404125888576173,88.0,0.0,1.0,0.25404125888576173,1.0,0.25404125888576173,0.0,0.0
340.08667,1.0,0.25404125888576173,88.0,0.0,1.0,0.25404125888576173,1.0,0.25404125888576173,0.0,0.0
340.67,1.0,0.25404125888576173,88.0,0.0,1.0,0.25404125888576173,1.0,0.25404125888576173,0.0,0.0
340.025,1.0,0.25404125888576173,88.0,4.318701401057949,1.0,0.25404125888576173,1.0,0.25404125888576173,0.0,0.0
340.03668,1.0,0.25404125888576173,88.0,4.318701401057949,1.0,0.25404125888576173,1.0,0.25404125888576173,0.0,0.0
339.78168,1.0,0.25404125888576173,88.0,4.318701401057949,1.0,0.25404125888576173,1.0,0.25404125888576173,0.0,0.0
341.11667,1.0,0.25404125888576173,88.0,4.318701401057949,1.0,0.25404125888576173,1.0,0.25404125888576173,0.0,0.0
340.7083,1.0,0.25404125888576173,88.0,0.0,1.0,0.25404125888576173,1.0,0.25404125888576173,0.0,0.0
341.08334,1.0,0.25404125888576173,88.0,0.0,1.0,0.25404125888576173,1.0,0.25404125888576173,0.0,0.0
341.78333,1.0,0.25404125888576173,88.0,0.0,1.0,0.25404125888576173,1.0,0.25404125888576173,0.0,0.0
341.60498,1.0,0.25404125888576173,88.0,0.0,1.0,0.25404125888576173,1.0,0.25404125888576173,0.0,0.0
341.16833,1.0,0.25404125888576173,88.0,0.0,1.0,0.25404125888576173,1.0,0.25404125888576173,0.0,0.0
341.50333,1.0,0.25404125888576173,88.0,0.0,1.0,0.25404125888576173,1.0,0.25404125888576173,0.0,0.0
341.35834,1.0,0.25404125888576173,88.0,4.318701401057949,1.0,0.25404125888576173,1.0,0.25404125888576173,0.0,0.0
340.885,1.0,0.25404125888576173,88.0,0.0,1.0,0.25404125888576173,1.0,0.25404125888576173,0.0,0.0
342.04,1.0,0.25404125888576173,88.0,0.0,1.0,0.25404125888576173,1.0,0.25404125888576173,0.0,0.0
341.93832,1.0,0.25404125888576173,88.0,0.0,1.0,0.25404125888576173,1.0,0.25404125888576173,0.0,0.0
341.55334,1.0,0.25404125888576173,88.0,0.0,1.0,0.25404125888576173,1.0,0.25404125888576173,0.0,0.0
339.195,1.0,0.6601394138132256,88.0,0.0,1.0,0.6601394138132256,1.0,0.6601394138132256,0.0,0.0
339.51166,1.0,0.6601394138132256,88.0,0.0,1.0,0.6601394138132256,1.0,0.6601394138132256,0.0,0.0
339.97168,1.0,0.6601394138132256,88.0,0.0,1.0,0.6601394138132256,1.0,0.6601394138132256,0.0,0.0
340.125,1.0,0.6601394138132256,88.0,0.0,1.0,0.6601394138132256,1.0,0.6601394138132256,0.0,0.0
339.35168,1.0,0.6601394138132256,88.0,0.0,1.0,0.6601394138132256,1.0,0.6601394138132256,0.0,0.0
338.58167,1.0,0.6601394138132256,88.0,0.0,1.0,0.6601394138132256,1.0,0.6601394138132256,0.0,0.0
338.70667,1.0,0.6601394138132256,88.0,0.0,1.0,0.6601394138132256,1.0,0.6601394138132256,0.0,0.0
339.21167,1.0,0.6601394138132256,89.0,0.0,1.0,0.6601394138132256,1.0,0.6601394138132256,0.0,0.0
338.58167,1.0,0.6601394138132256,88.0,0.0,1.0,0.6601394138132256,1.0,0.6601394138132256,0.0,0.0
338.995,1.0,0.6601394138132256,88.0,0.0,1.0,0.6601394138132256,1.0,0.6601394138132256,0.0,0.0
339.65668,1.0,0.6601394138132256,87.0,0.0,1.0,0.6601394138132256,1.0,0.6601394138132256,0.0,0.0
339.57,1.0,0.6601394138132256,88.0,0.0,1.0,0.6601394138132256,1.0,0.6601394138132256,0.0,0.0
339.28833,1.0,0.6601394138132256,88.0,0.0,1.0,0.6601394138132256,1.0,0.6601394138132256,0.0,0.0
339.01166,1.0,0.6601394138132256,88.0,0.0,1.0,0.6601394138132256,1.0,0.6601394138132256,0.0,0.0
339.445,1.0,0.6601394138132256,88.0,0.0,1.0,0.6601394138132256,1.0,0.6601394138132256,0.0,0.0
340.01666,1.0,0.6601394138132256,88.0,0.0,1.0,0.6601394138132256,1.0,0.6601394138132256,0.0,0.0
339.975,1.0,0.6601394138132256,88.0,0.0,1.0,0.6601394138132256,1.0,0.6601394138132256,0.0,0.0
340.84332,1.0,0.6601394138132256,88.0,0.0,1.0,0.6601394138132256,1.0,0.6601394138132256,0.0,0.0
340.685,1.0,0.6601394138132256,88.0,0.0,1.0,0.6601394138132256,1.0,0.6601394138132256,0.0,0.0
340.10498,1.0,0.6601394138132256,88.0,0.0,1.0,0.6601394138132256,1.0,0.6601394138132256,0.0,0.0
340.83002,1.0,0.6601394138132256,88.0,0.0,1.0,0.6601394138132256,1.0,0.6601394138132256,0.0,0.0
341.44333,1.0,0.6601394138132256,89.0,0.0,1.0,0.6601394138132256,1.0,0.6601394138132256,0.0,0.0
340.60333,1.0,0.6601394138132256,88.0,0.0,1.0,0.6601394138132256,1.0,0.6601394138132256,0.0,0.0
340.4,1.0,0.6601394138132256,88.0,0.0,1.0,0.6601394138132256,1.0,0.6601394138132256,0.0,0.0
340.06,1.0,0.6601394138132256,88.0,0.0,1.0,0.6601394138132256,1.0,0.6601394138132256,0.0,0.0
340.43665,1.0,0.6601394138132256,88.0,0.0,1.0,0.6601394138132256,1.0,0.6601394138132256,0.0,0.0
340.13165,1.0,0.6601394138132256,87.0,0.0,1.0,0.6601394138132256,1.0,0.6601394138132256,0.0,0.0
340.52167,1.0,0.6601394138132256,87.0,0.0,1.0,0.6601394138132256,1.0,0.6601394138132256,0.0,0.0
340.02832,1.0,0.6601394138132256,88.0,0.0,1.0,0.6601394138132256,1.0,0.6601394138132256,0.0,0.0
340.028,1.0,0.6601394138132256,88.0,0.0,1.0,0.6601394138132256,1.0,0.6601394138132256,0.0,0.0
339.905,1.0,0.6601394138132256,88.0,0.0,1.0,0.6601394138132256,1.0,0.6601394138132256,0.0,0.0
339.98834,1.0,0.6601394138132256,88.0,0.0,1.0,0.6601394138132256,1.0,0.6601394138132256,0.0,0.0
340.74,1.0,0.6601394138132256,88.0,0.0,1.0,0.6601394138132256,1.0,0.6601394138132256,0.0,0.0
340.16998,1.0,0.6601394138132256,88.0,161.73415638424026,1.0,0.6601394138132256,1.0,0.6601394138132256,0.0,0.0
340.46,1.0,0.6601394138132256,88.0,161.07401697042704,1.0,0.6601394138132256,1.0,0.6601394138132256,0.0,0.0
340.71832,1.0,0.6601394138132256,88.0,161.73415638424026,1.0,0.6601394138132256,1.0,0.6601394138132256,0.0,0.0
340.55334,1.0,0.6601394138132256,88.0,161.07401697042704,1.0,0.6601394138132256,1.0,0.6601394138132256,0.0,0.0
341.025,1.0,0.6601394138132256,88.0,161.73415638424026,1.0,0.6601394138132256,1.0,0.6601394138132256,0.0,0.0
341.15167,1.0,0.6601394138132256,88.0,162.3942957980535,1.0,0.6601394138132256,1.0,0.6601394138132256,0.0,0.0
341.15668,1.0,0.6601394138132256,88.0,162.3942957980535,1.0,0.6601394138132256,1.0,0.6601394138132256,0.0,0.0
341.245,1.0,0.6601394138132256,88.0,162.3942957980535,1.0,0.6601394138132256,1.0,0.6601394138132256,0.0,0.0
340.79834,1.0,0.6601394138132256,88.0,161.73415638424026,1.0,0.6601394138132256,1.0,0.6601394138132256,0.0,0.0
340.08667,1.0,0.6601394138132256,88.0,161.73415638424026,1.0,0.6601394138132256,1.0,0.6601394138132256,0.0,0.0
340.67,1.0,0.6601394138132256,88.0,159.09359872898736,1.0,0.6601394138132256,1.0,0.6601394138132256,0.0,0.0
340.025,1.0,0.6601394138132256,88.0,158.43345931517413,1.0,0.6601394138132256,1.0,0.6601394138132256,0.0,0.0
340.03668,1.0,0.6601394138132256,88.0,158.43345931517413,1.0,0.6601394138132256,1.0,0.6601394138132256,0.0,0.0
339.78168,1.0,0.6601394138132256,88.0,160.4138775566138,1.0,0.6601394138132256,1.0,0.6601394138132256,0.0,0.0
341.11667,1.0,0.6601394138132256,88.0,160.4138775566138,1.0,0.6601394138132256,1.0,0.6601394138132256,0.0,0.0
340.7083,1.0,0.6601394138132256,88.0,159.09359872898736,1.0,0.6601394138132256,1.0,0.6601394138132256,0.0,0.0
341.08334,1.0,0.6601394138132256,88.0,158.43345931517413,1.0,0.6601394138132256,1.0,0.6601394138132256,0.0,0.0
341.78333,1.0,0.6601394138132256,88.0,157.7733199013609,1.0,0.6601394138132256,1.0,0.6601394138132256,0.0,0.0
341.60498,1.0,0.6601394138132256,88.0,158.43345931517413,1.0,0.6601394138132256,1.0,0.6601394138132256,0.0,0.0
341.16833,1.0,0.6601394138132256,88.0,157.7733199013609,1.0,0.6601394138132256,1.0,0.6601394138132256,0.0,0.0
341.50333,1.0,0.6601394138132256,88.0,159.09359872898736,1.0,0.6601394138132256,1.0,0.6601394138132256,0.0,0.0
341.35834,1.0,0.6601394138132256,88.0,159.09359872898736,1.0,0.6601394138132256,1.0,0.6601394138132256,0.0,0.0
340.885,1.0,0.6601394138132256,88.0,159.09359872898736,1.0,0.6601394138132256,1.0,0.6601394138132256,0.0,0.0
342.04,1.0,0.6601394138132256,88.0,157.11318048754768,1.0,0.6601394138132256,1.0,0.6601394138132256,0.0,0.0
341.93832,1.0,0.6601394138132256,88.0,157.7733199013609,1.0,0.6601394138132256,1.0,0.6601394138132256,0.0,0.0
341.55334,1.0,0.6601394138132256,88.0,158.43345931517413,1.0,0.6601394138132256,1.0,0.6601394138132256,0.0,0.0
341.825,1.0,0.6601394138132256,88.0,159.09359872898736,1.0,0.6601394138132256,1.0,0.6601394138132256,0.0,0.0
339.51166,1.0,0.6503946065567117,88.0,0.0,1.0,0.6503946065567117,1.0,0.6503946065567117,0.0,0.0
339.97168,1.0,0.6503946065567117,88.0,0.0,1.0,0.6503946065567117,1.0,0.6503946065567117,0.0,0.0
340.125,1.0,0.6503946065567117,88.0,0.0,1.0,0.6503946065567117,1.0,0.6503946065567117,0.0,0.0
339.35168,1.0,0.6503946065567117,88.0,0.0,1.0,0.6503946065567117,1.0,0.6503946065567117,0.0,0.0
338.58167,1.0,0.6503946065567117,88.0,0.0,1.0,0.6503946065567117,1.0,0.6503946065567117,0.0,0.0
338.70667,1.0,0.6503946065567117,88.0,0.0,1.0,0.6503946065567117,1.0,0.6503946065567117,0.0,0.0
339.21167,1.0,0.6503946065567117,89.0,0.0,1.0,0.6503946065567117,1.0,0.6503946065567117,0.0,0.0
338.58167,1.0,0.6503946065567117,88.0,0.0,1.0,0.6503946065567117,1.0,0.6503946065567117,0.0,0.0
338.995,1.0,0.6503946065567117,88.0,0.0,1.0,0.6503946065567117,1.0,0.6503946065567117,0.0,0.0
339.65668,1.0,0.6503946065567117,87.0,0.0,1.0,0.6503946065567117,1.0,0.6503946065567117,0.0,0.0
339.57,1.0,0.6503946065567117,88.0,0.0,1.0,0.6503946065567117,1.0,0.6503946065567117,0.0,0.0
339.28833,1.0,0.6503946065567117,88.0,0.0,1.0,0.6503946065567117,1.0,0.6503946065567117,0.0,0.0
339.01166,1.0,0.6503946065567117,88.0,0.0,1.0,0.6503946065567117,1.0,0.6503946065567117,0.0,0.0
339.445,1.0,0.6503946065567117,88.0,0.0,1.0,0.6503946065567117,1.0,0.6503946065567117,0.0,0.0
340.01666,1.0,0.6503946065567117,88.0,0.0,1.0,0.6503946065567117,1.0,0.6503946065567117,0.0,0.0
339.975,1.0,0.6503946065567117,88.0,0.0,1.0,0.6503946065567117,1.0,0.6503946065567117,0.0,0.0
340.84332,1.0,0.6503946065567117,88.0,0.0,1.0,0.6503946065567117,1.0,0.6503946065567117,0.0,0.0
340.685,1.0,0.6503946065567117,88.0,0.0,1.0,0.6503946065567117,1.0,0.6503946065567117,0.0,0.0
340.10498,1.0,0.6503946065567117,88.0,0.0,1.0,0.6503946065567117,1.0,0.6503946065567117,0.0,0.0
340.83002,1.0,0.6503946065567117,88.0,0.0,1.0,0.6503946065567117,1.0,0.6503946065567117,0.0,0.0
341.44333,1.0,0.6503946065567117,89.0,0.0,1.0,0.6503946065567117,1.0,0.6503946065567117,0.0,0.0
340.60333,1.0,0.6503946065567117,88.0,0.0,1.0,0.6503946065567117,1.0,0.6503946065567117,0.0,0.0
340.4,1.0,0.6503946065567117,88.0,0.0,1.0,0.6503946065567117,1.0,0.6503946065567117,0.0,0.0
340.06,1.0,0.6503946065567117,88.0,0.0,1.0,0.6503946065567117,1.0,0.6503946065567117,0.0,0.0
340.43665,1.0,0.6503946065567117,88.0,0.0,1.0,0.6503946065567117,1.0,0.6503946065567117,0.0,0.0
340.13165,1.0,0.6503946065567117,87.0,0.0,1.0,0.6503946065567117,1.0,0.6503946065567117,0.0,0.0
340.52167,1.0,0.6503946065567117,87.0,0.0,1.0,0.6503946065567117,1.0,0.6503946065567117,0.0,0.0
340.02832,1.0,0.6503946065567117,88.0,0.0,1.0,0.6503946065567117,1.0,0.6503946065567117,0.0,0.0
340.028,1.0,0.6503946065567117,88.0,0.0,1.0,0.6503946065567117,1.0,0.6503946065567117,0.0,0.0
339.905,1.0,0.6503946065567117,88.0,0.0,1.0,0.6503946065567117,1.0,0.6503946065567117,0.0,0.0
339.98834,1.0,0.6503946065567117,88.0,0.0,1.0,0.6503946065567117,1.0,0.6503946065567117,0.0,0.0
340.74,1.0,0.6503946065567117,88.0,0.0,1.0,0.6503946065567117,1.0,0.6503946065567117,0.0,0.0
340.16998,1.0,0.6503946065567117,88.0,159.34667860639436,1.0,0.6503946065567117,1.0,0.6503946065567117,0.0,0.0
340.46,1.0,0.6503946065567117,88.0,158.69628399983765,1.0,0.6503946065567117,1.0,0.6503946065567117,0.0,0.0
340.71832,1.0,0.6503946065567117,88.0,159.34667860639436,1.0,0.6503946065567117,1.0,0.6503946065567117,0.0,0.0
340.55334,1.0,0.6503946065567117,88.0,158.69628399983765,1.0,0.6503946065567117,1.0,0.6503946065567117,0.0,0.0
341.025,1.0,0.6503946065567117,88.0,159.34667860639436,1.0,0.6503946065567117,1.0,0.6503946065567117,0.0,0.0
341.15167,1.0,0.6503946065567117,88.0,159.99707321295108,1.0,0.6503946065567117,1.0,0.6503946065567117,0.0,0.0
341.15668,1.0,0.6503946065567117,88.0,159.99707321295108,1.0,0.6503946065567117,1.0,0.6503946065567117,0.0,0.0
341.245,1.0,0.6503946065567117,88.0,159.99707321295108,1.0,0.6503946065567117,1.0,0.6503946065567117,0.0,0.0
340.79834,1.0,0.6503946065567117,88.0,159.34667860639436,1.0,0.6503946065567117,1.0,0.6503946065567117,0.0,0.0
340.08667,1.0,0.6503946065567117,88.0,159.34667860639436,1.0,0.6503946065567117,1.0,0.6503946065567117,0.0,0.0
340.67,1.0,0.6503946065567117,88.0,156.7451001801675,1.0,0.6503946065567117,1.0,0.6503946065567117,0.0,0.0
340.025,1.0,0.6503946065567117,88.0,156.0947055736108,1.0,0.6503946065567117,1.0,0.6503946065567117,0.0,0.0
340.03668,1.0,0.6503946065567117,88.0,156.0947055736108,1.0,0.6503946065567117,1.0,0.6503946065567117,0.0,0.0
339.78168,1.0,0.6503946065567117,88.0,158.04588939328093,1.0,0.6503946065567117,1.0,0.6503946065567117,0.0,0.0
